발생일시,월별,시간대별,관할해경서,발생해역,위도,경도,기상상태,발생원인,발생유형,사고선박수,발생인원,구조,부상,사망,실종,선 종,톤수
2020-08-13 15:08,08,15,군산,영해,35 | 55 | 58,126 | 31 | 39,양호,운항부주의,좌초/좌주,1,14,14,0,0,0,어선,139
2020-08-13 13:50,08,13,동해,영해,37 | 45 | 27,128 | 59 | 37,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,2.7
2020-08-13 13:50,08,13,동해,영해,37 | 45 | 27,128 | 59 | 37,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,3.07
2020-08-13 12:43,08,12,평택,영해,37 | 2 | 33,126 | 27 | 1,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.1
2020-08-13 11:47,08,11,속초,영해,38 | 0 | 16,128 | 44 | 33,양호,운항부주의,부유물감김,1,4,4,0,0,0,모터보트,0.75
2020-08-13 10:45,08,10,포항,항계 내,36 | 1 | 60,129 | 22 | 0,양호,관리소홀,침수,1,0,0,0,0,0,어선,4.79
2020-08-13 08:36,08,08,창원,협수로,35 | 0 | 1,128 | 40 | 5,양호,정비불량,기관손상,1,1,1,0,0,0,어선,2.9
2020-08-13 07:12,08,07,여수,항계 내,34 | 33 | 47,127 | 42 | 24,양호,운항부주의,충돌,1,14,14,0,0,0,낚시어선,9.77
2020-08-13 07:12,08,07,여수,항계 내,34 | 33 | 47,127 | 42 | 24,양호,운항부주의,충돌,1,1,1,0,0,0,어선,13
2020-08-12 15:54,08,15,목포,항계 내,34 | 46 | 40,126 | 22 | 40,양호,정비불량,기관손상,1,5,5,0,0,0,어선,9.77
2020-08-12 15:29,08,15,보령,항계 내,36 | 19 | 55,126 | 30 | 23,양호,정비불량,추진기손상,1,5,5,0,0,0,화물선,19
2020-08-12 15:28,08,15,여수,영해,34 | 22 | 23,127 | 35 | 10,저시정,정비불량,키손상,1,2,2,0,0,0,어선,4.69
2020-08-12 13:17,08,13,목포,영해,35 | 5 | 38,126 | 0 | 6,양호,정비불량,기관손상,1,3,3,0,0,0,요트,2.06
2020-08-12 11:13,08,11,부안,영해,35 | 42 | 11,126 | 17 | 51,양호,운항부주의,충돌,1,2,2,0,0,0,어선,6.32
2020-08-12 11:13,08,11,부안,영해,35 | 42 | 11,126 | 17 | 51,양호,운항부주의,충돌,1,14,14,0,0,0,어선,55
2020-08-11 20:52,08,20,제주,영해,33 | 33 | 14,126 | 27 | 38,양호,배터리 방전,운항저해,1,4,4,0,0,0,어선,7.31
2020-08-11 15:20,08,15,서귀포,영해,33 | 29 | 46,126 | 55 | 39,양호,운항부주의,충돌,1,254,254,0,0,0,유도선,293
2020-08-11 15:20,08,15,서귀포,영해,33 | 29 | 46,126 | 55 | 39,양호,운항부주의,충돌,1,7,7,0,0,0,어선,9.77
2020-08-11 11:36,08,11,목포,항계 내,35 | 9 | 43,126 | 20 | 27,양호,관리소홀,침수,1,0,0,0,0,0,예부선,714
2020-08-11 11:15,08,11,통영,협수로,34 | 49 | 15,128 | 5 | 10,양호,정비불량,침수,1,1,1,0,0,0,어선,2.62
2020-08-11 10:46,08,10,동해,항계 내,37 | 46 | 28,128 | 57 | 9,양호,연료고갈,운항저해,1,3,3,0,0,0,모터보트,2.06
2020-08-11 07:24,08,07,부산,항계 내,35 | 6 | 22,128 | 55 | 49,양호,정비불량,화재,1,0,0,0,0,0,어선,1.9
2020-08-10 09:43,08,09,목포,영해,35 | 4 | 17,126 | 1 | 45,풍랑주의보,운항부주의,부유물감김,1,6,6,0,0,0,여객선,125
2020-08-10 07:46,08,07,인천,항계 내,37 | 29 | 26,126 | 37 | 17,양호,관리소홀,침수,1,0,0,0,0,0,예부선,146
2020-08-10 06:04,08,06,부산,항계 내,35 | 5 | 22,129 | 2 | 7,양호,정비불량,침수,1,0,0,0,0,0,기타,5.75
2020-08-10 00:37,08,00,창원,영해,35 | 5 | 21,128 | 39 | 32,양호,운항부주의,부유물감김,1,14,14,0,0,0,낚시어선,9.77
2020-08-09 17:08,08,17,동해,항계 내,37 | 10 | 32,129 | 20 | 34,양호,관리소홀,전복,1,0,0,0,0,0,어선,1.07
2020-08-09 16:35,08,16,통영,협수로,34 | 50 | 4,128 | 10 | 55,양호,운항부주의,좌초/좌주,1,1,1,0,0,0,어선,0.75
2020-08-09 14:42,08,14,목포,항계 내,34 | 44 | 53,126 | 21 | 41,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,5.36
2020-08-09 11:04,08,11,부산,항계 내,35 | 7 | 5,129 | 9 | 20,양호,운항부주의,부유물감김,1,4,4,0,0,0,요트,5.54
2020-08-09 10:36,08,10,목포,영해,35 | 11 | 31,126 | 9 | 50,양호,운항부주의,좌초/좌주,1,3,3,0,0,0,요트,5.05
2020-08-09 10:02,08,10,인천,영해,37 | 12 | 22,126 | 20 | 23,풍랑주의보,정비불량,기관손상,1,2,2,0,0,0,요트,7.6
2020-08-09 08:54,08,08,부안,항계 내,35 | 43 | 0,126 | 31 | 0,양호,관리소홀,전복,1,0,0,0,0,0,어선,1.42
2020-08-09 07:27,08,07,태안,영해,36 | 41 | 52,126 | 6 | 51,황천6급,기상악화,표류,1,2,2,0,0,0,예부선,259
2020-08-09 06:52,08,06,동해,영해-EEZ,37 | 14 | 19,129 | 40 | 30,황천5급,운항부주의,부유물감김,1,15,15,0,0,0,어선,39
2020-08-09 06:13,08,06,목포,영해,35 | 12 | 0,126 | 6 | 0,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,7.93
2020-08-09 02:27,08,02,창원,항계 내,35 | 6 | 15,128 | 29 | 53,양호,정비불량,화재,1,0,0,0,0,0,어선,2.72
2020-08-09 02:27,08,02,창원,항계 내,35 | 6 | 15,128 | 29 | 53,양호,정비불량,화재,1,0,0,0,0,0,어선,2.9
2020-08-09 02:27,08,02,창원,항계 내,35 | 6 | 15,128 | 29 | 53,양호,정비불량,화재,1,0,0,0,0,0,어선,2.35
2020-08-09 02:27,08,02,창원,항계 내,35 | 6 | 15,128 | 29 | 53,양호,정비불량,화재,1,0,0,0,0,0,어선,2.55
2020-08-09 02:27,08,02,창원,항계 내,35 | 6 | 15,128 | 29 | 53,양호,정비불량,화재,1,0,0,0,0,0,어선,1.96
2020-08-09 02:27,08,02,창원,항계 내,35 | 6 | 15,128 | 29 | 53,양호,정비불량,화재,1,0,0,0,0,0,어선,7.93
2020-08-09 02:27,08,02,창원,항계 내,35 | 6 | 15,128 | 29 | 53,양호,정비불량,화재,1,0,0,0,0,0,어선,7.93
2020-08-08 19:13,08,19,통영,협수로,34 | 54 | 26,128 | 27 | 56,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.87
2020-08-08 18:57,08,18,울산,항계 내,35 | 30 | 2,129 | 22 | 14,양호,적재불량,해양오염,1,0,0,0,0,0,예부선,300
2020-08-08 18:40,08,18,서귀포,영해-EEZ,33 | 0 | 0,126 | 22 | 59,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,15
2020-08-08 16:23,08,16,여수,항계 내,34 | 53 | 12,127 | 48 | 29,저시정,운항부주의,전복,1,1,1,0,0,0,어선,1.46
2020-08-08 16:23,08,16,여수,항계 내,34 | 53 | 12,127 | 48 | 29,저시정,운항부주의,전복,1,0,0,0,0,0,어선,1.03
2020-08-08 16:12,08,16,인천,영해,37 | 10 | 37,126 | 15 | 11,양호,운항부주의,접촉,1,11,11,0,0,0,요트,14
2020-08-08 14:50,08,14,서귀포,항계 내,33 | 28 | 24,126 | 55 | 58,양호,정비불량,화재,1,5,5,0,0,0,어선,23
2020-08-08 13:26,08,13,목포,영해,34 | 48 | 20,125 | 35 | 9,양호,운항부주의,충돌,1,11,11,0,0,0,어선,51
2020-08-08 13:26,08,13,목포,영해,34 | 48 | 20,125 | 35 | 9,양호,운항부주의,충돌,1,40,40,0,0,0,기타,440
2020-08-08 11:51,08,11,제주,영해,33 | 43 | 0,127 | 7 | 0,양호,정비불량,키손상,1,2,2,0,0,0,어선,9.77
2020-08-08 11:22,08,11,여수,영해,34 | 54 | 51,127 | 42 | 2,저시정,관리소홀,전복,1,0,0,0,0,0,어선,1.03
2020-08-08 11:14,08,11,목포,영해,35 | 6 | 52,125 | 59 | 48,양호,운항부주의,충돌,1,4,4,0,0,0,어선,9.77
2020-08-08 11:14,08,11,목포,영해,35 | 6 | 52,125 | 59 | 48,양호,운항부주의,충돌,1,14,14,0,0,0,어선,139
2020-08-08 10:39,08,10,목포,영해,35 | 22 | 60,126 | 13 | 60,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.99
2020-08-08 10:25,08,10,태안,항계 내,36 | 40 | 29,126 | 8 | 7,양호,운항부주의,접촉,1,1,1,0,0,0,어선,29
2020-08-08 10:25,08,10,태안,항계 내,36 | 40 | 29,126 | 8 | 7,양호,운항부주의,접촉,1,5,5,0,0,0,어선,77
2020-08-08 09:41,08,09,목포,영해,35 | 24 | 20,126 | 15 | 38,양호,정비불량,기관손상,1,2,2,0,0,0,어선,9.77
2020-08-08 04:10,08,04,울진,영해,36 | 16 | 0,129 | 28 | 0,양호,운항부주의,충돌,1,1,1,0,0,0,어선,5.32
2020-08-08 04:10,08,04,울진,영해,36 | 16 | 0,129 | 28 | 0,양호,운항부주의,충돌,1,8,8,0,0,0,예부선,322
2020-08-08 00:08,08,00,태안,영해,36 | 37 | 0,126 | 3 | 27,양호,배터리 방전,운항저해,1,3,3,0,0,0,요트,11.4
2020-08-07 22:39,08,22,목포,영해,34 | 16 | 36,125 | 52 | 19,양호,운항부주의,부유물감김,1,6,6,0,0,0,어선,45
2020-08-07 20:55,08,20,부안,영해,35 | 35 | 48,126 | 28 | 21,양호,운항부주의,침수,1,5,4,0,1,0,모터보트,1.92
2020-08-07 19:31,08,19,제주,영해,33 | 37 | 45,126 | 51 | 47,양호,운항부주의,충돌,1,5,5,0,0,0,어선,9.77
2020-08-07 19:31,08,19,제주,영해,33 | 37 | 45,126 | 51 | 47,양호,운항부주의,충돌,1,8,8,0,0,0,어선,69
2020-08-07 18:26,08,18,제주,영해,33 | 34 | 12,126 | 28 | 5,양호,운항부주의,충돌,1,5,5,0,0,0,어선,20
2020-08-07 18:26,08,18,제주,영해,33 | 34 | 12,126 | 28 | 5,양호,운항부주의,충돌,1,2,2,0,0,0,어선,4.78
2020-08-07 17:33,08,17,서귀포,영해-EEZ,32 | 57 | 0,127 | 1 | 0,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,9.77
2020-08-07 17:18,08,17,보령,영해,36 | 19 | 0,126 | 19 | 0,양호,운항부주의,부유물감김,1,8,8,0,0,0,어선,32
2020-08-07 16:30,08,16,포항,항계 내,36 | 0 | 0,129 | 34 | 0,양호,관리소홀,화재,1,0,0,0,0,0,어선,3.27
2020-08-07 15:56,08,15,목포,영해,35 | 9 | 27,126 | 12 | 0,양호,배터리 방전,운항저해,1,3,3,0,0,0,어선,4.49
2020-08-07 11:36,08,11,인천,영해,37 | 14 | 39,126 | 19 | 27,양호,정비불량,기관손상,1,22,22,0,0,0,낚시어선,9.77
2020-08-07 07:02,08,07,서귀포,영해,33 | 37 | 0,126 | 57 | 0,양호,정비불량,키손상,1,8,8,0,0,0,어선,9.16
2020-08-07 06:59,08,06,목포,영해,35 | 3 | 14,126 | 10 | 45,양호,운항부주의,충돌,1,2,2,0,0,0,어선,9.77
2020-08-07 06:59,08,06,목포,영해,35 | 3 | 14,126 | 10 | 45,양호,운항부주의,충돌,1,1,1,0,0,0,어선,1.43
2020-08-07 05:21,08,05,보령,항계 내,36 | 19 | 39,126 | 30 | 54,양호,관리소홀,침수,1,0,0,0,0,0,어선,1.64
2020-08-07 05:21,08,05,보령,항계 내,36 | 19 | 39,126 | 30 | 54,양호,관리소홀,침수,1,0,0,0,0,0,어선,6.67
2020-08-06 22:36,08,22,울진,항계 내,36 | 49 | 30,129 | 26 | 48,황천6급,정비불량,침수,1,0,0,0,0,0,어선,9.77
2020-08-06 14:58,08,14,목포,영해,34 | 46 | 54,126 | 16 | 41,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.82
2020-08-06 14:15,08,14,목포,항계 내,34 | 46 | 58,126 | 20 | 22,양호,정비불량,좌초/좌주,1,14,14,0,0,0,어선,139
2020-08-06 09:40,08,09,평택,항계 내,36 | 56 | 43,126 | 49 | 48,풍랑주의보,기상악화,전복,1,0,0,0,0,0,기타,0.8
2020-08-06 09:04,08,09,보령,영해,36 | 28 | 1,126 | 28 | 48,황천5급,기상악화,좌초/좌주,1,0,0,0,0,0,모터보트,1.8
2020-08-06 06:47,08,06,평택,영해,37 | 14 | 52,126 | 33 | 33,풍랑주의보,기상악화,표류,1,0,0,0,0,0,어선,13
2020-08-06 06:30,08,06,인천,항계 내,37 | 40 | 48,126 | 23 | 52,풍랑주의보,기상악화,전복,1,0,0,0,0,0,어선,2.99
2020-08-06 06:16,08,06,태안,항계 내,36 | 43 | 32,126 | 8 | 35,황천4급,관리소홀,표류,1,0,0,0,0,0,어선,0.32
2020-08-06 05:55,08,05,태안,항계 내,36 | 53 | 3,126 | 23 | 3,황천5급,기상악화,전복,1,0,0,0,0,0,어선,1.83
2020-08-06 05:55,08,05,태안,항계 내,36 | 53 | 3,126 | 23 | 3,황천5급,기상악화,전복,1,0,0,0,0,0,어선,1.22
2020-08-06 05:55,08,05,태안,항계 내,36 | 53 | 3,126 | 23 | 3,황천5급,기상악화,전복,1,0,0,0,0,0,어선,1.8
2020-08-06 05:55,08,05,태안,항계 내,36 | 53 | 3,126 | 23 | 3,황천5급,기상악화,전복,1,0,0,0,0,0,어선,0.98
2020-08-06 05:55,08,05,태안,항계 내,36 | 53 | 3,126 | 23 | 3,황천5급,기상악화,전복,1,0,0,0,0,0,어선,1.98
2020-08-06 05:48,08,05,보령,영해,36 | 33 | 20,126 | 28 | 4,풍랑주의보,관리소홀,좌초/좌주,1,0,0,0,0,0,유도선,29
2020-08-06 05:12,08,05,부안,항계 내,35 | 37 | 20,126 | 27 | 50,풍랑주의보,관리소홀,표류,1,0,0,0,0,0,낚시어선,9.77
2020-08-06 04:39,08,04,창원,항계 내,35 | 8 | 35,128 | 4 | 29,양호,운항부주의,추진기손상,1,1,1,0,0,0,어선,2.6
2020-08-06 03:26,08,03,부안,항계 내,35 | 36 | 13,126 | 28 | 35,풍랑주의보,관리소홀,침수,1,0,0,0,0,0,어선,3.62
2020-08-05 22:56,08,22,완도,항계 내,34 | 28 | 59,126 | 56 | 36,양호,관리소홀,침수,1,0,0,0,0,0,어선,1.2
2020-08-05 18:44,08,18,목포,영해,35 | 1 | 49,126 | 5 | 10,양호,정비불량,기관손상,1,3,3,0,0,0,어선,5.55
2020-08-05 16:42,08,16,태안,항계 내,36 | 46 | 34,126 | 8 | 2,양호,안전부주의,해양오염,1,0,0,0,0,0,어선,139
2020-08-05 12:35,08,12,통영,협수로,34 | 44 | 29,128 | 24 | 13,양호,운항부주의,좌초/좌주,1,9,9,0,0,0,어선,7.93
2020-08-05 10:47,08,10,포항,영해,36 | 7 | 60,129 | 33 | 0,양호,정비불량,기관손상,1,3,3,0,0,0,어선,7.93
2020-08-05 10:30,08,10,포항,영해,36 | 10 | 57,129 | 23 | 17,양호,정비불량,기관손상,1,4,4,0,0,0,고무보트,0.3
2020-08-05 08:11,08,08,태안,항계 내,36 | 40 | 37,126 | 7 | 51,양호,운항부주의,접촉,1,1,1,0,0,0,어선,40
2020-08-05 08:11,08,08,태안,항계 내,36 | 40 | 37,126 | 7 | 51,양호,운항부주의,접촉,1,0,0,0,0,0,어선,17
2020-08-05 08:11,08,08,태안,항계 내,36 | 40 | 37,126 | 7 | 51,양호,운항부주의,접촉,1,0,0,0,0,0,관공선,55
2020-08-05 06:22,08,06,통영,영해,34 | 30 | 54,128 | 36 | 42,양호,정비불량,기관손상,1,22,22,0,0,0,낚시어선,9.77
2020-08-05 03:31,08,03,목포,항계 내,34 | 47 | 22,126 | 20 | 47,양호,정비불량,기관손상,1,5,5,0,0,0,어선,9.77
2020-08-04 22:37,08,22,평택,영해,37 | 0 | 35,126 | 44 | 26,양호,관리소홀,표류,1,1,1,0,0,0,예부선,3354
2020-08-04 18:12,08,18,목포,영해,35 | 1 | 10,125 | 57 | 38,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.97
2020-08-04 16:51,08,16,부산,항계 내,34 | 59 | 11,128 | 52 | 53,양호,정비불량,기관손상,1,20,20,0,0,0,화물선,73779
2020-08-04 16:36,08,16,울진,영해,36 | 49 | 25,129 | 27 | 7,양호,정비불량,추진기손상,1,1,1,0,0,0,모터보트,0
2020-08-04 16:13,08,16,보령,영해,36 | 11 | 1,126 | 28 | 40,양호,운항부주의,추진기손상,1,3,3,0,0,0,모터보트,0.52
2020-08-04 13:38,08,13,보령,영해,36 | 27 | 47,126 | 28 | 12,양호,운항부주의,기관손상,1,1,1,0,0,0,어선,6.67
2020-08-04 13:13,08,13,목포,영해,35 | 5 | 48,125 | 50 | 33,풍랑주의보,운항부주의,부유물감김,1,6,6,0,0,0,어선,80
2020-08-04 10:39,08,10,통영,협수로,34 | 54 | 44,128 | 15 | 40,양호,정비불량,기관손상,1,2,2,0,0,0,어선,1.61
2020-08-04 07:58,08,07,울진,영해,36 | 40 | 20,129 | 27 | 42,양호,정비불량,침수,1,2,2,0,0,0,어선,2.5
2020-08-04 07:09,08,07,서귀포,영해-EEZ,33 | 1 | 0,126 | 31 | 60,양호,정비불량,기관손상,1,9,9,0,0,0,어선,29
2020-08-04 06:10,08,06,제주,항계 내,33 | 28 | 4,126 | 19 | 27,양호,운항부주의,부유물감김,1,6,6,0,0,0,어선,3.3
2020-08-03 19:58,08,19,통영,항계 내,34 | 55 | 24,128 | 2 | 21,양호,정비불량,침수,1,0,0,0,0,0,모터보트,3.51
2020-08-03 11:54,08,11,동해,영해,37 | 47 | 47,128 | 58 | 13,양호,정비불량,기관손상,1,1,1,0,0,0,어선,2.35
2020-08-03 11:26,08,11,목포,항계 내,34 | 47 | 53,126 | 20 | 43,양호,정비불량,키손상,1,2,2,0,0,0,어선,29
2020-08-03 11:05,08,11,창원,영해,35 | 4 | 27,128 | 39 | 57,양호,연료고갈,운항저해,1,10,10,0,0,0,낚시어선,4.98
2020-08-03 10:37,08,10,군산,영해,35 | 58 | 14,126 | 27 | 56,양호,정비불량,기관손상,1,2,2,0,0,0,기타,15
2020-08-03 10:20,08,10,통영,영해,34 | 37 | 24,128 | 17 | 20,양호,정비불량,기관손상,1,9,9,0,0,0,모터보트,3.67
2020-08-03 05:50,08,05,울진,항계 내,36 | 24 | 24,129 | 23 | 31,양호,정비불량,키손상,1,2,2,0,0,0,어선,4.45
2020-08-03 04:30,08,04,통영,공해,33 | 42 | 39,129 | 5 | 38,양호,정비불량,기관손상,1,4,4,0,0,0,어선,189
2020-08-03 01:01,08,01,제주,영해,33 | 31 | 60,126 | 51 | 0,양호,배터리 방전,운항저해,1,2,2,0,0,0,어선,1.99
2020-08-02 23:00,08,23,제주,영해,33 | 37 | 60,126 | 46 | 0,양호,정비불량,기관손상,1,1,1,0,0,0,어선,6.67
2020-08-02 17:37,08,17,통영,협수로,34 | 42 | 24,128 | 38 | 12,양호,운항부주의,부유물감김,1,3,3,0,0,0,모터보트,1.54
2020-08-02 17:15,08,17,평택,영해,37 | 2 | 53,126 | 27 | 15,양호,운항부주의,좌초/좌주,1,8,8,0,0,0,관공선,90
2020-08-02 16:05,08,16,동해,영해,37 | 14 | 3,129 | 23 | 57,양호,정비불량,기관손상,1,1,1,0,0,0,어선,9.77
2020-08-02 15:40,08,15,창원,항계 내,35 | 0 | 14,128 | 42 | 30,양호,안전부주의,작업 중 인명사상,1,1,1,1,0,0,고무보트,0.1
2020-08-02 12:47,08,12,포항,영해,36 | 4 | 0,129 | 34 | 0,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,1.5
2020-08-02 12:13,08,12,속초,영해,38 | 3 | 19,128 | 40 | 57,양호,운항부주의,부유물감김,1,10,10,0,0,0,모터보트,2
2020-08-02 12:02,08,12,통영,협수로,34 | 45 | 48,128 | 27 | 18,양호,정비불량,추진기손상,1,3,3,0,0,0,요트,4.6
2020-08-02 10:33,08,10,통영,협수로,34 | 48 | 2,128 | 10 | 50,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,2.36
2020-08-02 10:28,08,10,부안,영해,35 | 38 | 32,126 | 27 | 11,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,1.11
2020-08-02 09:10,08,09,통영,영해-EEZ,34 | 31 | 0,128 | 25 | 60,양호,운항부주의,충돌,1,10,10,0,0,0,어선,263
2020-08-02 09:10,08,09,통영,영해-EEZ,34 | 31 | 0,128 | 25 | 60,양호,운항부주의,충돌,1,1,1,0,0,0,어선,4.32
2020-08-02 07:40,08,07,완도,항계 내,34 | 13 | 5,126 | 45 | 0,저시정,운항부주의,충돌,1,4,4,0,0,0,낚시어선,3
2020-08-02 07:40,08,07,완도,항계 내,34 | 13 | 5,126 | 45 | 0,저시정,운항부주의,충돌,1,5,5,0,0,0,낚시어선,2.99
2020-08-02 06:45,08,06,목포,영해,34 | 17 | 3,126 | 7 | 41,저시정,운항부주의,부유물감김,1,14,14,0,0,0,어선,29
2020-08-02 06:43,08,06,목포,항계 내,34 | 47 | 4,126 | 24 | 33,양호,관리소홀,침수,1,0,0,0,0,0,기타,4.97
2020-08-02 05:24,08,05,부안,항계 내,35 | 37 | 19,126 | 27 | 47,양호,관리소홀,표류,1,0,0,0,0,0,어선,5.69
2020-08-02 01:53,08,01,창원,영해,35 | 0 | 54,128 | 37 | 9,양호,운항부주의,부유물감김,1,18,18,0,0,0,낚시어선,9.77
2020-08-01 22:44,08,22,창원,영해,35 | 3 | 23,128 | 35 | 51,양호,정비불량,키손상,1,1,1,0,0,0,어선,1.14
2020-08-01 20:00,08,20,통영,협수로,34 | 42 | 10,128 | 37 | 58,양호,배터리 방전,운항저해,1,9,9,0,0,0,요트,7.31
2020-08-01 19:01,08,19,부안,영해,35 | 39 | 50,126 | 5 | 56,양호,정비불량,기관손상,1,11,11,0,0,0,어선,78
2020-08-01 16:44,08,16,보령,영해,36 | 12 | 28,126 | 38 | 21,양호,정비불량,기관손상,1,3,3,1,0,0,어선,39
2020-08-01 15:16,08,15,목포,영해,34 | 13 | 40,125 | 59 | 31,저시정,기상악화,방향상실,1,7,7,0,0,0,어선,1.66
2020-08-01 12:16,08,12,목포,영해,35 | 6 | 12,125 | 58 | 57,양호,정비불량,기관손상,1,5,5,0,0,0,어선,9.77
2020-08-01 11:38,08,11,여수,항계 내,34 | 45 | 49,127 | 34 | 5,양호,기타 ,화재,1,0,0,0,0,0,어선,1.62
2020-08-01 11:28,08,11,통영,협수로,34 | 38 | 39,128 | 16 | 51,양호,정비불량,기관손상,1,9,9,0,0,0,모터보트,3.6
2020-08-01 10:36,08,10,통영,협수로,34 | 50 | 12,128 | 8 | 12,양호,안전부주의,작업 중 인명사상,1,1,1,0,0,0,어선,2.93
2020-08-01 09:00,08,09,태안,항계 내,36 | 29 | 38,126 | 24 | 38,양호,운항부주의,부유물감김,1,2,2,0,0,0,고무보트,0
2020-08-01 08:31,08,08,통영,협수로,34 | 41 | 31,128 | 23 | 48,양호,정비불량,기관손상,1,9,9,0,0,0,모터보트,4.95
2020-08-01 08:11,08,08,목포,영해,34 | 41 | 47,125 | 28 | 41,양호,정비불량,키손상,1,4,4,0,0,0,어선,9.77
2020-08-01 08:00,08,08,완도,항계 내,34 | 23 | 21,126 | 59 | 41,양호,정비불량,기관손상,1,8,8,0,0,0,낚시어선,2.99
2020-08-01 07:31,08,07,보령,영해,36 | 10 | 59,125 | 59 | 35,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,7.93
2020-08-01 07:09,08,07,포항,영해,36 | 7 | 0,129 | 31 | 60,양호,운항부주의,충돌,1,4,4,0,0,0,어선,5.14
2020-08-01 07:09,08,07,포항,영해,36 | 7 | 0,129 | 31 | 60,양호,운항부주의,충돌,1,1,1,0,0,0,어선,4.63
2020-07-31 21:12,07,21,제주,영해,33 | 22 | 1,126 | 12 | 5,양호,정비불량,추진기손상,1,1,1,0,0,0,모터보트,1.77
2020-07-31 20:04,07,20,목포,영해,34 | 32 | 22,126 | 6 | 21,양호,운항부주의,부유물감김,1,7,7,0,0,0,모터보트,4.1
2020-07-31 17:38,07,17,울산,항계 내,35 | 23 | 33,129 | 20 | 24,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,3.5
2020-07-31 12:36,07,12,통영,협수로,34 | 54 | 27,128 | 3 | 35,양호,운항부주의,좌초/좌주,1,9,9,0,0,0,낚시어선,4.01
2020-07-31 10:27,07,10,부산,영해,35 | 10 | 49,129 | 13 | 36,양호,정비불량,기관손상,1,1,1,0,0,0,어선,2.55
2020-07-31 07:10,07,07,태안,영해,36 | 24 | 18,126 | 9 | 29,저시정,정비불량,키손상,1,1,1,0,0,0,어선,4.99
2020-07-30 21:59,07,21,서귀포,항계 내,33 | 14 | 11,126 | 33 | 58,양호,정비불량,기관손상,1,2,2,0,0,0,어선,3
2020-07-30 21:48,07,21,태안,영해,36 | 55 | 59,125 | 22 | 5,양호,정비불량,기관손상,1,3,3,0,0,0,어선,23
2020-07-30 20:51,07,20,부안,영해,35 | 34 | 32,126 | 14 | 19,저시정,기상악화,방향상실,1,1,1,0,0,0,어선,1.4
2020-07-30 19:06,07,19,완도,항계 내,34 | 18 | 20,126 | 40 | 41,저시정,관리소홀,침수,1,0,0,0,0,0,어선,9.77
2020-07-30 19:06,07,19,완도,항계 내,34 | 18 | 20,126 | 40 | 41,저시정,관리소홀,침수,1,0,0,0,0,0,어선,9.77
2020-07-30 16:19,07,16,완도,항계 내,34 | 18 | 15,126 | 30 | 11,저시정,기상악화,방향상실,1,2,2,0,0,0,모터보트,2
2020-07-30 14:50,07,14,인천,영해,37 | 29 | 15,124 | 47 | 45,양호,관리소홀,표류,1,0,0,0,0,0,어선,2.97
2020-07-30 13:55,07,13,태안,영해,36 | 49 | 35,126 | 8 | 57,양호,정비불량,기관손상,1,4,4,0,0,0,모터보트,1.99
2020-07-30 12:41,07,12,창원,영해,35 | 8 | 14,128 | 40 | 27,양호,운항부주의,부유물감김,1,2,2,0,0,0,요트,3.17
2020-07-30 08:14,07,08,완도,항계 내,34 | 16 | 37,126 | 25 | 47,저시정,기상악화,방향상실,1,2,2,0,0,0,모터보트,0
2020-07-30 07:05,07,07,울산,항계 내,35 | 26 | 20,129 | 26 | 48,저시정,연료고갈,운항저해,1,2,2,0,0,0,어선,1.35
2020-07-30 06:39,07,06,인천,영해,37 | 17 | 48,126 | 31 | 4,양호,정비불량,추진기손상,1,1,1,0,0,0,고무보트,0.12
2020-07-30 06:16,07,06,울진,항계 내,36 | 30 | 29,129 | 26 | 57,양호,관리소홀,폭발,1,5,5,2,0,0,어선,7.93
2020-07-30 05:56,07,05,서귀포,영해-EEZ,33 | 0 | 9,126 | 16 | 24,양호,연료고갈,운항저해,1,9,9,0,0,0,낚시어선,9.77
2020-07-30 05:14,07,05,목포,영해,34 | 19 | 13,125 | 43 | 18,양호,운항부주의,부유물감김,1,7,7,0,0,0,어선,9.77
2020-07-30 04:44,07,04,여수,영해,34 | 32 | 57,127 | 27 | 29,저시정,정비불량,기관손상,1,3,3,0,0,0,어선,4.99
2020-07-29 22:20,07,22,서귀포,영해-EEZ,32 | 51 | 0,126 | 16 | 60,양호,운항부주의,부유물감김,1,7,7,0,0,0,어선,7.31
2020-07-29 21:55,07,21,서귀포,공해,30 | 34 | 60,125 | 27 | 0,양호,정비불량,기관손상,1,9,9,0,0,0,어선,29
2020-07-29 21:42,07,21,목포,항계 내,34 | 47 | 5,126 | 24 | 11,양호,정비불량,침수,1,0,0,0,0,0,어선,9.77
