발생일시,월별,시간대별,관할해경서,발생해역,위도,경도,기상상태,발생원인,발생유형,사고선박수,발생인원,구조,부상,사망,실종,선 종,톤수
2020-09-27 13:00,09,13,태안,영해,36 | 48 | 11,126 | 8 | 48,양호,운항부주의,침수,1,18,18,0,0,0,낚시어선,7.93
2020-09-27 10:30,09,10,태안,영해,36 | 34 | 22,126 | 17 | 17,양호,정비불량,추진기손상,1,1,1,0,0,0,고무보트,0.15
2020-09-27 10:10,09,10,보령,영해,36 | 24 | 37,126 | 19 | 59,양호,정비불량,기관손상,1,2,2,0,0,0,어선,3
2020-09-27 10:09,09,10,서귀포,항계 내,33 | 13 | 38,126 | 28 | 31,양호,관리소홀,침수,1,0,0,0,0,0,모터보트,0.78
2020-09-27 09:09,09,09,군산,영해,35 | 58 | 0,125 | 46 | 59,양호,기타 ,화재,1,7,7,0,0,0,어선,7.93
2020-09-27 07:50,09,07,목포,영해,34 | 46 | 40,126 | 7 | 19,양호,운항부주의,접촉,1,7,7,0,0,0,어선,24
2020-09-27 07:09,09,07,군산,영해,35 | 51 | 0,126 | 19 | 0,양호,운항부주의,부유물감김,1,21,21,0,0,0,낚시어선,9.16
2020-09-27 01:02,09,01,목포,영해,34 | 40 | 42,126 | 8 | 35,양호,정비불량,기관손상,1,3,3,0,0,0,어선,1.32
2020-09-27 00:55,09,00,창원,영해,35 | 2 | 37,128 | 29 | 6,양호,배터리 방전,운항저해,1,5,5,0,0,0,어선,1.93
2020-09-26 15:14,09,15,인천,영해,37 | 24 | 20,126 | 26 | 39,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.1
2020-09-26 13:43,09,13,평택,영해,37 | 7 | 18,126 | 28 | 49,양호,정비불량,기관손상,1,4,4,0,0,0,모터보트,3.44
2020-09-26 13:16,09,13,인천,영해,37 | 22 | 5,126 | 21 | 42,양호,정비불량,기관손상,1,11,11,0,0,0,낚시어선,5.13
2020-09-26 12:39,09,12,보령,영해,36 | 27 | 42,126 | 28 | 11,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,0.5
2020-09-26 12:06,09,12,보령,영해,36 | 24 | 2,126 | 28 | 54,양호,정비불량,추진기손상,1,3,3,0,0,0,모터보트,0.2
2020-09-26 11:39,09,11,목포,영해,34 | 53 | 45,126 | 22 | 55,양호,운항부주의,충돌,1,22,22,0,0,0,낚시어선,9.77
2020-09-26 11:39,09,11,목포,영해,34 | 53 | 45,126 | 22 | 55,양호,운항부주의,충돌,1,3,3,0,0,0,모터보트,0.23
2020-09-26 11:30,09,11,완도,항계 내,34 | 10 | 55,126 | 57 | 1,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,2.9
2020-09-26 10:20,09,10,인천,항계 내,37 | 27 | 9,126 | 36 | 33,양호,운항부주의,접촉,1,1,1,0,0,0,예부선,120
2020-09-26 10:20,09,10,제주,영해,33 | 29 | 16,126 | 22 | 27,양호,정비불량,기관손상,1,6,6,0,0,0,모터보트,1.08
2020-09-26 10:20,09,10,인천,항계 내,37 | 27 | 9,126 | 36 | 33,양호,운항부주의,접촉,1,1,1,0,0,0,예부선,94
2020-09-26 09:19,09,09,태안,영해,36 | 23 | 35,126 | 24 | 51,양호,운항부주의,충돌,1,9,9,0,0,0,낚시어선,3
2020-09-26 09:19,09,09,태안,영해,36 | 23 | 35,126 | 24 | 51,양호,운항부주의,충돌,1,3,3,1,0,0,고무보트,0
2020-09-26 08:31,09,08,군산,영해,35 | 50 | 9,126 | 25 | 52,양호,정비불량,기관손상,1,3,3,0,0,0,고무보트,0
2020-09-26 08:20,09,08,평택,영해,37 | 5 | 37,126 | 31 | 7,양호,정비불량,기관손상,1,4,4,0,0,0,모터보트,1.5
2020-09-26 06:10,09,06,통영,영해,34 | 37 | 53,128 | 16 | 38,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.18
2020-09-25 22:43,09,22,제주,영해,33 | 43 | 60,127 | 1 | 60,양호,운항부주의,충돌,1,5,5,0,0,0,어선,9.77
2020-09-25 22:43,09,22,제주,영해,33 | 43 | 60,127 | 1 | 60,양호,운항부주의,충돌,1,10,10,0,0,0,어선,77
2020-09-25 16:00,09,16,보령,영해,36 | 25 | 30,126 | 29 | 32,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.03
2020-09-25 15:45,09,15,인천,항계 내,37 | 24 | 15,126 | 26 | 39,양호,정비불량,기관손상,1,3,3,0,0,0,기타,24
2020-09-25 14:03,09,14,태안,영해,36 | 36 | 36,126 | 22 | 13,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0
2020-09-25 12:45,09,12,보령,영해,36 | 9 | 15,126 | 15 | 29,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,8.55
2020-09-25 12:05,09,12,서귀포,영해,33 | 14 | 12,126 | 12 | 12,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,2.9
2020-09-25 11:18,09,11,태안,영해,36 | 36 | 47,126 | 20 | 48,양호,운항부주의,좌초/좌주,1,12,12,0,0,0,낚시어선,5.48
2020-09-25 10:37,09,10,서귀포,영해,33 | 13 | 19,126 | 28 | 45,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,0
2020-09-25 08:28,09,08,보령,영해,36 | 21 | 9,126 | 22 | 5,양호,정비불량,추진기손상,1,3,3,0,0,0,고무보트,0.72
2020-09-25 07:42,09,07,태안,영해,36 | 35 | 57,126 | 19 | 22,양호,정비불량,기관손상,1,3,3,0,0,0,고무보트,0.1
2020-09-25 06:29,09,06,군산,영해,35 | 57 | 0,126 | 5 | 6,양호,정비불량,기관손상,1,2,2,0,0,0,어선,38
2020-09-25 06:26,09,06,포항,영해,36 | 3 | 0,129 | 30 | 0,풍랑주의보,정비불량,키손상,1,8,8,0,0,0,어선,24
2020-09-25 03:32,09,03,제주,영해-EEZ,33 | 15 | 0,125 | 22 | 0,양호,정비불량,추진기손상,1,11,11,0,0,0,어선,29
2020-09-24 21:52,09,21,제주,영해,33 | 37 | 35,126 | 30 | 11,양호,운항부주의,부유물감김,1,4,4,0,0,0,어선,14
2020-09-24 21:20,09,21,포항,항계 내,36 | 6 | 0,129 | 25 | 60,풍랑주의보,안전부주의,작업 중 인명사상,1,1,1,1,0,0,화물선,20471
2020-09-24 16:20,09,16,보령,영해,36 | 14 | 38,126 | 30 | 46,양호,운항부주의,전복,1,2,2,0,0,0,고무보트,0.2
2020-09-24 10:46,09,10,인천,항계 내,37 | 21 | 23,126 | 38 | 3,양호,운항부주의,좌초/좌주,1,3,3,0,0,0,기타,3.89
2020-09-24 09:45,09,09,평택,영해,37 | 5 | 3,126 | 4 | 38,양호,정비불량,기관손상,1,1,1,0,0,0,고무보트,0.5
2020-09-24 08:08,09,08,보령,영해,36 | 19 | 35,126 | 29 | 56,양호,정비불량,침수,1,3,3,0,0,0,모터보트,0.36
2020-09-24 06:45,09,06,태안,영해,36 | 26 | 39,126 | 18 | 11,양호,배터리 방전,운항저해,1,2,2,0,0,0,어선,4.51
2020-09-24 02:46,09,02,목포,영해,35 | 10 | 1,125 | 42 | 30,양호,운항부주의,충돌,1,12,12,0,0,0,화물선,1965
2020-09-24 02:46,09,02,목포,영해,35 | 10 | 1,125 | 42 | 30,양호,운항부주의,충돌,1,12,12,0,0,0,어선,85
2020-09-23 21:07,09,21,목포,영해,34 | 40 | 13,126 | 9 | 42,양호,기상악화,접촉,1,4,4,0,0,0,여객선,109
2020-09-23 18:27,09,18,보령,영해,36 | 19 | 31,126 | 29 | 45,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.5
2020-09-23 18:05,09,18,서귀포,항계 내,33 | 28 | 19,126 | 55 | 32,양호,화기취급부주의,화재,1,0,0,0,0,0,기타,52
2020-09-23 17:32,09,17,인천,영해,37 | 23 | 25,126 | 22 | 35,양호,정비불량,추진기손상,1,3,3,0,0,0,고무보트,0.5
2020-09-23 14:13,09,14,울진,영해,36 | 6 | 0,129 | 36 | 0,양호,정비불량,키손상,1,9,9,0,0,0,어선,43
2020-09-23 14:13,09,14,울진,영해,36 | 6 | 0,129 | 36 | 0,양호,정비불량,키손상,1,9,9,0,0,0,어선,45
2020-09-23 14:09,09,14,보령,영해,36 | 14 | 8,126 | 57 | 31,양호,운항부주의,좌초/좌주,1,1,1,0,0,0,어선,7.93
2020-09-23 11:54,09,11,부안,영해,35 | 35 | 47,126 | 9 | 0,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.74
2020-09-23 11:31,09,11,창원,항계 내,35 | 8 | 12,128 | 40 | 23,양호,정비불량,화재,1,0,0,0,0,0,어선,2.6
2020-09-23 11:24,09,11,통영,협수로,34 | 55 | 3,128 | 4 | 31,양호,운항부주의,충돌,1,9,9,0,0,0,낚시어선,4.22
2020-09-23 11:24,09,11,통영,협수로,34 | 55 | 3,128 | 4 | 31,양호,운항부주의,충돌,1,4,4,0,0,0,낚시어선,3.39
2020-09-23 11:03,09,11,울산,항계 내,35 | 27 | 16,129 | 22 | 0,풍랑주의보,안전부주의,작업 중 인명사상,1,1,1,0,0,0,유조선,408
2020-09-23 08:33,09,08,태안,영해,36 | 32 | 57,126 | 10 | 18,양호,정비불량,추진기손상,1,2,2,0,0,0,모터보트,0.7
2020-09-23 06:53,09,06,여수,항계 내,34 | 35 | 12,127 | 38 | 57,양호,운항부주의,좌초/좌주,1,11,11,0,0,0,어선,89
2020-09-23 02:14,09,02,부안,영해,35 | 41 | 43,126 | 8 | 2,양호,정비불량,기관손상,1,1,1,0,0,0,어선,9.77
2020-09-22 20:24,09,20,동해,영해,37 | 40 | 14,130 | 58 | 60,양호,정비불량,기관손상,1,1,1,0,0,0,어선,7.93
2020-09-22 20:08,09,20,울진,영해-EEZ,36 | 51 | 2,129 | 56 | 21,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,29
2020-09-22 20:01,09,20,태안,영해,36 | 42 | 43,126 | 8 | 44,양호,연료고갈,운항저해,1,2,2,0,0,0,모터보트,0.95
2020-09-22 16:02,09,16,군산,항계 내,35 | 58 | 50,126 | 30 | 41,양호,정비불량,키손상,1,1,1,0,0,0,어선,7.93
2020-09-22 12:41,09,12,울진,영해,36 | 40 | 26,129 | 43 | 37,양호,정비불량,키손상,1,15,15,0,0,0,모터보트,8.55
2020-09-22 12:08,09,12,군산,영해,35 | 46 | 0,126 | 12 | 0,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,7.93
2020-09-22 11:04,09,11,군산,영해,36 | 3 | 0,125 | 46 | 59,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,12
2020-09-22 10:20,09,10,보령,영해,36 | 31 | 23,126 | 28 | 29,양호,정비불량,추진기손상,1,1,1,0,0,0,고무보트,0.03
2020-09-22 07:57,09,07,부안,영해,35 | 26 | 26,126 | 17 | 8,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.27
2020-09-22 07:37,09,07,보령,영해,36 | 21 | 14,126 | 26 | 7,양호,정비불량,추진기손상,1,1,1,0,0,0,모터보트,0.5
2020-09-22 06:43,09,06,통영,협수로,34 | 56 | 3,128 | 13 | 41,양호,정비불량,침수,1,2,2,0,0,0,어선,4.37
2020-09-22 05:35,09,05,군산,항계 내,35 | 59 | 10,126 | 30 | 5,양호,운항부주의,접촉,1,9,9,0,0,0,모터보트,2.11
2020-09-22 05:22,09,05,서귀포,영해,33 | 10 | 60,126 | 25 | 0,양호,운항부주의,충돌,1,4,4,1,0,0,어선,3
2020-09-22 05:22,09,05,서귀포,영해,33 | 10 | 60,126 | 25 | 0,양호,운항부주의,충돌,1,8,8,0,0,0,어선,96
2020-09-21 20:39,09,20,평택,항계 내,37 | 6 | 55,126 | 40 | 42,양호,정비불량,추진기손상,1,1,1,0,0,0,기타,1.53
2020-09-21 18:55,09,18,서귀포,영해,33 | 6 | 56,126 | 8 | 57,양호,운항부주의,충돌,1,5,5,0,0,0,어선,9.16
2020-09-21 18:55,09,18,서귀포,영해,33 | 6 | 56,126 | 8 | 57,양호,운항부주의,충돌,1,6,6,0,0,0,어선,7.93
2020-09-21 17:43,09,17,동해,영해,37 | 25 | 40,129 | 12 | 23,양호,정비불량,기관손상,1,1,1,0,0,0,어선,2.98
2020-09-21 14:22,09,14,완도,항계 내,34 | 25 | 0,127 | 1 | 18,양호,정비불량,기관손상,1,3,3,0,0,0,기타,13
2020-09-21 13:01,09,13,인천,영해,37 | 19 | 4,126 | 26 | 56,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.71
2020-09-21 10:07,09,10,창원,영해,34 | 52 | 21,128 | 48 | 0,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,4.99
2020-09-21 08:27,09,08,동해,영해,37 | 46 | 0,129 | 0 | 0,양호,운항부주의,부유물감김,1,187,187,0,0,0,여객선,388
2020-09-21 05:12,09,05,울산,영해,35 | 12 | 22,129 | 14 | 31,양호,정비불량,기관손상,1,1,1,0,0,0,어선,2.26
2020-09-20 17:48,09,17,동해,영해,37 | 30 | 25,130 | 55 | 17,양호,운항부주의,충돌,1,1,1,0,0,0,어선,1.88
2020-09-20 17:48,09,17,동해,영해,37 | 30 | 25,130 | 55 | 17,양호,운항부주의,충돌,1,2,2,0,0,0,모터보트,0.79
2020-09-20 17:00,09,17,부산,항계 내,35 | 9 | 5,129 | 8 | 23,양호,정비불량,기관손상,1,5,5,0,0,0,요트,2.24
2020-09-20 16:41,09,16,군산,영해,35 | 51 | 29,126 | 22 | 38,양호,정비불량,기관손상,1,5,5,0,0,0,모터보트,1.01
2020-09-20 14:55,09,14,평택,영해,37 | 7 | 28,126 | 37 | 4,양호,관리소홀,침수,1,8,8,0,0,0,모터보트,1.81
2020-09-20 13:53,09,13,통영,협수로,34 | 49 | 45,128 | 3 | 29,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,4.01
2020-09-20 13:42,09,13,평택,영해,37 | 9 | 32,126 | 33 | 30,양호,운항부주의,부유물감김,1,10,10,0,0,0,요트,6.4
2020-09-20 13:39,09,13,평택,영해,37 | 6 | 0,126 | 34 | 0,양호,정비불량,기관손상,1,4,4,0,0,0,모터보트,2.55
2020-09-20 12:18,09,12,통영,협수로,34 | 49 | 51,128 | 3 | 44,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,0
2020-09-20 12:17,09,12,인천,항계 내,37 | 21 | 24,126 | 26 | 20,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.01
2020-09-20 11:22,09,11,통영,협수로,34 | 53 | 21,128 | 16 | 36,양호,운항부주의,좌초/좌주,1,2,2,0,0,0,어선,4.99
2020-09-20 10:46,09,10,통영,협수로,34 | 53 | 35,128 | 10 | 46,양호,정비불량,기관손상,1,5,5,0,0,0,모터보트,0.58
2020-09-20 09:55,09,09,동해,영해-EEZ,37 | 24 | 0,129 | 48 | 0,양호,운항부주의,부유물감김,1,4,4,0,0,0,어선,9.77
2020-09-20 09:36,09,09,여수,항계 내,34 | 31 | 38,127 | 8 | 6,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,2.25
2020-09-20 08:14,09,08,평택,영해,37 | 3 | 20,126 | 32 | 26,양호,정비불량,기관손상,1,7,7,0,0,0,모터보트,1.05
2020-09-20 07:57,09,07,울진,영해,37 | 6 | 48,129 | 23 | 17,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,1.8
2020-09-20 07:43,09,07,제주,영해-EEZ,33 | 25 | 0,125 | 22 | 60,양호,운항부주의,부유물감김,1,9,9,0,0,0,어선,20
2020-09-20 05:52,09,05,통영,협수로,34 | 55 | 21,128 | 18 | 51,양호,운항부주의,충돌,1,2,2,1,0,0,어선,2.01
2020-09-20 05:52,09,05,통영,협수로,34 | 55 | 21,128 | 18 | 51,양호,운항부주의,충돌,1,1,1,0,0,0,낚시어선,2.51
2020-09-20 01:14,09,01,군산,협수로,35 | 59 | 44,126 | 39 | 48,양호,운항부주의,침몰,1,3,3,0,0,0,예부선,32
2020-09-20 00:50,09,00,창원,항계 내,34 | 55 | 23,128 | 30 | 35,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,3.76
2020-09-19 22:30,09,22,동해,공해,37 | 37 | 13,131 | 19 | 34,양호,정비불량,기관손상,1,4,4,0,0,0,어선,29
2020-09-19 21:59,09,21,여수,항계 내,34 | 34 | 37,127 | 44 | 13,양호,관리소홀,침수,1,0,0,0,0,0,어선,1.85
2020-09-19 20:29,09,20,제주,영해,33 | 32 | 7,126 | 23 | 29,양호,운항부주의,충돌,1,3,3,0,0,0,어선,3.03
2020-09-19 20:29,09,20,제주,영해,33 | 32 | 7,126 | 23 | 29,양호,운항부주의,충돌,1,16,16,0,0,0,낚시어선,9.77
2020-09-19 18:19,09,18,목포,항계 내,34 | 47 | 3,126 | 24 | 2,양호,관리소홀,기타,1,0,0,0,0,0,어선,9.77
2020-09-19 17:21,09,17,통영,협수로,34 | 49 | 39,128 | 8 | 38,양호,정비불량,기관손상,1,4,4,0,0,0,모터보트,0.57
2020-09-19 16:40,09,16,통영,영해,34 | 31 | 0,128 | 10 | 2,양호,운항부주의,부유물감김,1,19,19,0,0,0,낚시어선,9.77
2020-09-19 16:04,09,16,제주,영해,33 | 22 | 26,126 | 10 | 50,양호,운항부주의,충돌,1,2,2,0,0,0,어선,1.88
2020-09-19 16:04,09,16,제주,영해,33 | 22 | 26,126 | 10 | 50,양호,운항부주의,충돌,1,5,5,0,0,0,어선,7.31
2020-09-19 15:31,09,15,포항,항계 내,36 | 4 | 36,129 | 27 | 56,양호,연료고갈,운항저해,1,4,4,0,0,0,모터보트,1.2
2020-09-19 13:44,09,13,목포,영해,34 | 12 | 0,125 | 51 | 10,양호,정비불량,침수,1,12,12,0,0,0,낚시어선,9.77
2020-09-19 13:35,09,13,태안,영해,36 | 25 | 32,126 | 20 | 8,양호,운항부주의,부유물감김,1,13,13,0,0,0,낚시어선,7.31
2020-09-19 13:32,09,13,창원,영해,35 | 3 | 20,128 | 44 | 30,양호,정비불량,운항저해,1,1,1,0,0,0,어선,1.13
2020-09-19 13:00,09,13,완도,항계 내,34 | 22 | 53,126 | 44 | 39,양호,운항부주의,기관손상,1,3,3,0,0,0,모터보트,1.2
2020-09-19 12:43,09,12,창원,협수로,35 | 4 | 36,128 | 46 | 31,양호,운항부주의,방향상실,1,1,1,0,0,0,고무보트,0.1
2020-09-19 12:22,09,12,보령,영해,36 | 5 | 41,126 | 33 | 16,양호,정비불량,추진기손상,1,3,3,0,0,0,모터보트,1.28
2020-09-19 11:01,09,11,보령,영해,36 | 5 | 53,126 | 31 | 59,양호,운항부주의,부유물감김,1,10,10,0,0,0,낚시어선,3.83
2020-09-19 10:16,09,10,보령,영해,36 | 26 | 37,126 | 29 | 16,양호,정비불량,기관손상,1,1,1,0,0,0,고무보트,0.1
2020-09-19 10:11,09,10,평택,영해,37 | 2 | 53,126 | 34 | 32,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.3
2020-09-19 09:11,09,09,군산,영해,35 | 50 | 57,126 | 18 | 2,양호,정비불량,키손상,1,22,22,0,0,0,낚시어선,9.77
2020-09-19 08:30,09,08,태안,영해-EEZ,36 | 30 | 0,124 | 46 | 0,양호,운항부주의,부유물감김,1,7,7,0,0,0,어선,29
2020-09-19 07:50,09,07,제주,영해,33 | 35 | 29,126 | 27 | 23,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,3.3
2020-09-19 07:10,09,07,서귀포,영해,33 | 13 | 60,126 | 39 | 0,양호,정비불량,기관손상,1,3,3,0,0,0,어선,3.6
2020-09-19 06:50,09,06,보령,영해,36 | 21 | 11,126 | 26 | 39,양호,운항부주의,충돌,1,20,20,2,0,0,낚시어선,8.55
2020-09-19 06:50,09,06,보령,영해,36 | 21 | 11,126 | 26 | 39,양호,운항부주의,충돌,1,18,18,1,0,0,낚시어선,7.93
2020-09-19 01:55,09,01,통영,협수로,34 | 39 | 56,128 | 20 | 27,양호,운항부주의,침수,1,11,11,0,0,0,낚시어선,7.93
2020-09-18 23:48,09,23,통영,협수로,34 | 54 | 54,128 | 29 | 8,양호,기타 ,좌초/좌주,1,1,1,1,0,0,어선,2.93
2020-09-18 20:26,09,20,목포,영해-EEZ,34 | 50 | 41,125 | 17 | 16,양호,정비불량,추진기손상,1,10,10,0,0,0,어선,76
2020-09-18 17:22,09,17,통영,협수로,34 | 44 | 31,128 | 31 | 59,양호,운항부주의,충돌,1,1,1,1,0,0,어선,2.3
2020-09-18 17:22,09,17,통영,협수로,34 | 44 | 31,128 | 31 | 59,양호,운항부주의,충돌,1,11,11,0,0,0,낚시어선,9.77
2020-09-18 16:47,09,16,통영,협수로,34 | 29 | 53,128 | 26 | 9,양호,운항부주의,부유물감김,1,11,11,0,0,0,낚시어선,9.77
2020-09-18 15:55,09,15,보령,영해,36 | 8 | 30,126 | 29 | 12,양호,정비불량,운항저해,1,1,1,0,0,0,모터보트,0.5
2020-09-18 14:12,09,14,동해,항계 내,37 | 46 | 16,128 | 57 | 21,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,0.63
2020-09-18 11:25,09,11,보령,영해,36 | 23 | 15,126 | 23 | 25,양호,운항부주의,충돌,1,11,11,0,0,0,낚시어선,9.77
2020-09-18 11:25,09,11,보령,영해,36 | 23 | 15,126 | 23 | 25,양호,운항부주의,충돌,1,5,5,1,0,0,낚시어선,3
2020-09-18 11:03,09,11,동해,항계 내,37 | 33 | 43,129 | 7 | 13,양호,기타 ,침몰,1,1,1,0,0,0,모터보트,0.52
2020-09-18 07:15,09,07,포항,영해,36 | 6 | 0,129 | 51 | 0,양호,운항부주의,충돌,1,11,11,0,0,0,어선,40
2020-09-18 07:15,09,07,태안,항계 내,36 | 40 | 42,126 | 8 | 8,양호,관리소홀,좌초/좌주,1,0,0,0,0,0,화물선,86
2020-09-18 07:15,09,07,포항,영해,36 | 6 | 0,129 | 51 | 0,양호,운항부주의,충돌,1,20,20,0,0,0,화물선,106367
2020-09-18 07:10,09,07,포항,영해,36 | 2 | 12,129 | 26 | 48,양호,정비불량,추진기손상,1,2,2,0,0,0,어선,4.99
2020-09-18 06:18,09,06,목포,영해,35 | 19 | 0,126 | 10 | 60,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,4.71
2020-09-18 04:21,09,04,태안,항계 내,36 | 35 | 11,126 | 19 | 5,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,1.51
2020-09-18 03:42,09,03,인천,영해,37 | 49 | 36,124 | 42 | 56,양호,관리소홀,침수,1,0,0,0,0,0,기타,2.99
2020-09-18 02:46,09,02,제주,영해,33 | 33 | 57,126 | 26 | 34,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,6.67
2020-09-17 20:32,09,20,보령,영해,36 | 10 | 5,126 | 8 | 44,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,19
2020-09-17 16:29,09,16,태안,영해,36 | 28 | 13,126 | 3 | 6,양호,정비불량,기관손상,1,6,6,0,0,0,낚시어선,9.77
2020-09-17 15:42,09,15,통영,협수로,34 | 51 | 6,128 | 7 | 50,양호,운항부주의,부유물감김,1,2,2,0,0,0,모터보트,1.71
2020-09-17 14:41,09,14,평택,항계 내,36 | 56 | 35,126 | 49 | 5,양호,관리소홀,침수,1,4,4,0,0,0,어선,1.94
2020-09-17 13:49,09,13,여수,영해,34 | 43 | 15,127 | 26 | 54,저시정,관리소홀,표류,1,0,0,0,0,0,어선,1
2020-09-17 12:35,09,12,울산,항계 내,35 | 29 | 51,129 | 23 | 11,양호,연료고갈,운항저해,1,1,1,0,0,0,어선,1.1
2020-09-17 09:46,09,09,속초,영해,38 | 1 | 3,128 | 46 | 5,양호,정비불량,키손상,1,2,2,0,0,0,기타,7.5
2020-09-17 09:37,09,09,인천,영해,37 | 35 | 27,125 | 43 | 23,양호,안전부주의,작업 중 인명사상,1,1,1,1,0,0,어선,9.77
2020-09-17 07:46,09,07,완도,항계 내,34 | 35 | 54,126 | 46 | 26,양호,정비불량,침수,1,1,1,0,0,0,어선,0.66
2020-09-17 07:06,09,07,통영,항계 내,34 | 46 | 37,128 | 32 | 42,양호,기타 ,화재,1,0,0,0,0,0,어선,2.99
2020-09-17 06:18,09,06,군산,영해,35 | 49 | 30,126 | 26 | 17,양호,운항부주의,부유물감김,1,20,20,0,0,0,낚시어선,9.77
2020-09-17 05:08,09,05,여수,영해,34 | 41 | 7,127 | 42 | 32,양호,운항부주의,좌초/좌주,1,3,3,0,0,0,어선,4.98
2020-09-17 03:24,09,03,여수,영해,33 | 49 | 60,127 | 24 | 0,양호,운항부주의,충돌,1,1,1,0,0,0,요트,15
2020-09-17 03:24,09,03,여수,영해,33 | 49 | 60,127 | 24 | 0,양호,운항부주의,충돌,1,18,18,0,0,0,화물선,39643
2020-09-16 21:45,09,21,창원,영해,35 | 4 | 20,128 | 38 | 27,양호,운항부주의,충돌,1,3,3,0,0,0,어선,36
2020-09-16 21:45,09,21,창원,영해,35 | 4 | 20,128 | 38 | 27,양호,운항부주의,충돌,1,1,1,0,0,0,어선,2.32
2020-09-16 19:16,09,19,목포,영해,34 | 44 | 27,125 | 26 | 52,양호,운항부주의,부유물감김,1,6,6,0,0,0,유도선,29
2020-09-16 15:25,09,15,부안,항계 내,35 | 37 | 12,126 | 28 | 8,양호,관리소홀,표류,1,0,0,0,0,0,어선,7.93
2020-09-16 14:28,09,14,군산,영해,35 | 48 | 24,126 | 25 | 6,양호,관리소홀,해양오염,1,0,0,0,0,0,어선,6.49
2020-09-16 12:25,09,12,부안,영해,35 | 38 | 22,126 | 22 | 53,양호,정비불량,기관손상,1,4,4,0,0,0,모터보트,1.3
2020-09-16 10:58,09,10,보령,영해,36 | 23 | 7,126 | 24 | 35,양호,운항부주의,충돌,1,2,2,1,0,0,어선,4.89
2020-09-16 10:58,09,10,보령,영해,36 | 23 | 7,126 | 24 | 35,양호,운항부주의,충돌,1,7,7,0,0,0,어선,48
2020-09-16 10:09,09,10,보령,영해,36 | 1 | 58,126 | 35 | 25,양호,배터리 방전,운항저해,1,2,2,0,0,0,어선,1.99
2020-09-16 08:13,09,08,군산,영해,35 | 46 | 60,126 | 25 | 0,양호,정비불량,키손상,1,4,4,0,0,0,모터보트,1.09
2020-09-16 07:34,09,07,평택,영해,37 | 3 | 11,126 | 33 | 2,양호,운항부주의,추진기손상,1,2,2,0,0,0,모터보트,0.1
2020-09-16 06:20,09,06,완도,항계 내,34 | 19 | 0,126 | 45 | 45,양호,기타 ,침몰,1,0,0,0,0,0,어선,9.77
2020-09-16 05:55,09,05,태안,영해-EEZ,36 | 34 | 21,125 | 12 | 6,양호,운항부주의,부유물감김,1,6,6,0,0,0,어선,24
2020-09-16 02:13,09,02,창원,영해,35 | 7 | 1,128 | 40 | 34,양호,운항부주의,충돌,1,2,2,1,0,0,어선,4.4
2020-09-16 02:13,09,02,창원,영해,35 | 7 | 1,128 | 40 | 34,양호,운항부주의,충돌,1,0,0,0,0,0,예부선,549
2020-09-16 01:45,09,01,인천,영해,37 | 28 | 41,126 | 20 | 35,양호,안전부주의,침수,1,4,4,1,0,0,어선,9.77
2020-09-16 01:45,09,01,인천,영해,37 | 28 | 41,126 | 20 | 35,양호,안전부주의,침수,1,0,0,0,0,0,어선,3.38
2020-09-15 18:53,09,18,울산,영해,35 | 28 | 26,129 | 26 | 22,양호,정비불량,침수,1,4,4,0,0,0,어선,3.7
2020-09-15 16:50,09,16,창원,항계 내,34 | 56 | 21,128 | 43 | 9,양호,정비불량,화재,1,0,0,0,0,0,어선,4.6
2020-09-15 16:41,09,16,제주,영해,33 | 21 | 51,126 | 10 | 18,양호,운항부주의,충돌,1,1,1,0,0,0,어선,3.14
2020-09-15 16:41,09,16,제주,영해,33 | 21 | 51,126 | 10 | 18,양호,운항부주의,충돌,1,6,6,0,0,0,어선,9.77
